Code,Description
1030702,"Annette, AK: Annette Island"
1030703,"Annette, AK: Annette Island"
1030801,"Angoche, Mozambique: Angoche Airport"
1030802,"Angoche, Mozambique: Angoche Airport"
1030803,"Angoche, Mozambique: Angoche Airport"
1030901,"Annapolis, MD: Lee"
1030902,"Annapolis, MD: Lee"
1031001,"Antwerp, Belgium: Antwerp-Brussels North"
1031002,"Antwerp, Belgium: Deurne"
1031101,"Andahuaylas, Peru: Andahuaylas Airport"
1031102,"Andahuaylas, Peru: Andahuaylas Airport"
1031201,"St. Johns, Antigua and Barbuda - UK: Antigua"
1031202,"St. Johns, Antigua and Barbuda: V C Bird International"
1031203,"St. Johns, Antigua and Barbuda: V C Bird International"
1031204,"St. Johns, Antigua and Barbuda: V C Bird International"
1031301,"Anvik, AK: Anvik Airport"
1031302,"Anvik, AK: Anvik Airport"
1031401,"Andeness, Norway: Andoya"
1031402,"Andeness, Norway: Andoya"
1031701,"Lima, OH: Lima Allen County"
1031702,"Lima, OH: Lima Allen County"
1031801,"Ancona, Italy: Ancona/Falconara"
1031802,"Ancona, Italy: Falconara"
1031901,"Aomori, Japan: Aomori Airport"
1031902,"Aomori, Japan: Aomori Airport"
1032001,"Karpathos, Greece: Karpathos Airport"
1032002,"Karpathos, Greece: Karpathos Airport"
1032003,"Karpathos, Greece: Karpathos Airport"
1032101,"Paso de Los Libres, Argentina: Paso de Los Libres Airport"
1032102,"Paso de Los Libres, Argentina: Paso de Los Libres Airport"
1032201,"Altoona, PA: Altoona-Blair County"
1032202,"Altoona, PA: Altoona-Blair County"
1032301,"Alor Setar, Malaysia: Sultan Abdul Halim"
1032302,"Alor Setar, Malaysia: Sultan Abdul Halim"
1032401,"Amook Bay, AK: Amook Bay Airport"
1032501,"Denver, CO: Arapahoe County"
1032502,"Denver, CO: Centennial"
1032503,"Denver, CO: Centennial"
1032504,"Denver, CO: Centennial"
1032601,"Apolo, Bolivia: Apolo Airport"
1032602,"Apolo, Bolivia: Apolo Airport"
1032603,"Apolo, Bolivia: Apolo Airport"
1032604,"Apolo, Bolivia: Apolo Airport"
1032701,"Napa, CA: Napa County"
1032702,"Napa, CA: Napa County"
1032801,"San Juan Aposento, Peru: San Juan Aposento Airport"
1032901,"Naples, FL: Naples Municipal"
1032902,"Naples, FL: Naples Municipal"
1032903,"Naples, FL: Naples Municipal"
1033001,"Aberdeen, MD: Phillips AAF"
1033002,"Aberdeen, MD: Phillips AAF"
1033101,"Apataki, French Polynesia: Apataki Airport"
1033102,"Apataki, French Polynesia: Apataki Airport"
1033201,"Nampula, Mozambique: Nampula Airport"
1033202,"Nampula, Mozambique: Nampula Airport"
1033301,"Alpena, MI: Phelps/Collins"
1033302,"Alpena, MI: Alpena County Regional"
1033401,"Apartado, Colombia: Apartado Airport"
1033501,"April River, Papua New Guinea: April River Airport"
1033601,"Jasper, TN: Marion County Brown Field"
1033701,"Apple Valley, CA: Calf Apple Valley"
1033702,"Apple Valley, CA: Apple Valley Airport"
1033703,"Apple Valley, CA: Apple Valley Airport"
1033801,"Apia, Samoa: Faleolo"
1033802,"Apia, Samoa: Faleolo International"
1033803,"Apia, Samoa: Faleolo International"
1033901,"Qaisumah, Saudi Arabia: Qaisumah Airport"
1033902,"Qaisumah, Saudi Arabia: Hafr Al Batin"
1033903,"Qaisumah, Saudi Arabia: Al Qaisumah"
1034001,"Aqaba, Jordan: King Hussein International"
1034002,"Aqaba, Jordan: Aqaba King Hussein International"
1034201,"Arequipa, Peru: Rodriguez Ballon International"
1034202,"Arequipa, Peru: Rodriguez Ballon International"
1034203,"Arequipa, Peru: Rodriguez Ballon International"
1034301,"Saqani, Fiji: Saqani Airport"
1034401,"Girdwood, AK: Girdwood Airport"
1034402,"Girdwood, AK: Girdwood Airport"
1034403,"Girdwood, AK: Girdwood Airport"
1034501,"Russellville, AR: Russellville Regional"
1034502,"Russellville, AR: Russellville Regional"
1034601,"Conway, AR: Dennis F Cantrell Field"
1034602,"Conway, AR: Dennis F Cantrell Field"
1034701,"New Iberia, LA: Acadiana Reg"
1034702,"New Iberia, LA: Acadiana Regional"
1034703,"New Iberia, LA: Acadiana Regional"
1034801,"Ann Arbor, MI: Ann Arbor Municipal"
1034802,"Ann Arbor, MI: Ann Arbor Municipal"
1034901,"Arctic Village, AK: Wien Arctic Village"
1034902,"Arctic Village, AK: Arctic Village Airport"
1035001,"Alor, Indonesia: Arcadia Municipal"
1035101,"Arecibo, Puerto Rico: Arecibo Airport"
1035102,"Arecibo, PR: Antonio/Nery/Juarbe Pol"
1035103,"Arecibo, PR: Antonio/Nery/Juarbe Pol"
1035104,"Arecibo, PR: Antonio/Nery/Juarbe Pol"
1035201,"Walnut Ridge, AR: Walnut Ridge Regional"
1035202,"Walnut Ridge, AR: Walnut Ridge Regional"
1035301,"Arkhangelsk, U.S.S.R.: Arkhangelsk Airport"
1035302,"Arkhangelsk, Russia: Talagi"
1035303,"Arkhangelsk, Russia: Talagi"
1035304,"Arkhangelsk, Russia: Arkhangelsk Airport"
1035401,"Arica, Chile: Chacalluta"
1035402,"Arica, Chile: Chacalluta"
1035501,"Arusha, Tanzania: Arusha Airport"
1035502,"Arusha, Tanzania: Arusha Airport"
1035601,"Armidale, Australia: Armidale Airport"
1035602,"Armidale, Australia: Armidale Airport"
1035701,"Stockholm, Sweden: Arlanda"
1035702,"Stockholm, Sweden: Arlanda"
1035801,"Aragip, Papua New Guinea: Aragip Airport"
1035802,"Aragip, Papua New Guinea: Aragip Airport"
1035901,"Arauquita, Colombia: Troncal"
1035902,"Arauquita, Colombia: Arauquita Airport"
1036001,"Aragarcas, Brazil: Aragarcas Airport"
1036002,"Aragarcas, Brazil: Aragarcas Airport"
1036101,"Watertown, NY: Watertown International"
1036102,"Watertown, NY: Watertown International"
1036201,"Aracatuba, Brazil: Aracatuba Airport"
1036202,"Aracatuba, Brazil: Aracatuba Airport"
1036301,"Minocqua/Woodruff, WI: Lakeland/Noble F. Lee Memorial Field"
1036401,"Arad, Romania: Arad Airport"
1036402,"Arad, Romania: Arad Airport"
1036501,"Asbury Park, NJ: Asbury Park/Monmouth County"
1036601,"Ararat, Australia: Ararat Airport"
1036602,"Ararat, Australia: Ararat Airport"
1036701,"N'zeto, Angola: N'zeto North"
1036702,"N'zeto, Angola: N'zeto Airport"
1036703,"N'zeto, Angola: N'zeto Airport"
1036801,"Assab, Ethiopia: Assab International"
1036802,"Assab, Eritrea: Assab International"
1036803,"Assab, Eritrea: Assab International"
1036901,"Ashkhabad, U.S.S.R.: Ashkhabad Airport"
1036902,"Ashgabat, Turkmenistan: Ashgabat Airport"
1036903,"Ashgabat, Turkmenistan: Ashgabat Airport"
1037001,"Ascension, Bolivia: Ascension Airport"
1037101,"Andros Town, The Bahamas: Andros Town Airport"
1037102,"Andros Town, The Bahamas: Fresh Creek"
1037201,"Aspen, CO: Aspen Pitkin County Sardy Field"
1037202,"Aspen, CO: Aspen Pitkin County Sardy Field"
1037203,"Aspen, CO: Aspen Pitkin County Sardy Field"
1037301,"Ashburton, New Zealand: Ashburton Airport"
1037302,"Ashburton, New Zealand: Ashburton Airport"
1037401,"Nashua, NH: Nashua Airport"
1037402,"Nashua, NH: Boire Field"
1037403,"Nashua, NH: Boire Field"
1037404,"Nashua, NH: Boire Field"
1037501,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha: Ascension Aux Af"
1037502,"Ascension Island, Saint Helena, Ascension, and Tristan da Cunha: Ascension Aux Af"
1037601,"Amami O Shima, Japan: Amami"
1037602,"Amami O Shima, Japan: Amami"
1037701,"Yamoussoukro, Cote d'Ivoire: Yamoussoukro Airport"
1037702,"Yamoussoukro, Cote d'Ivoire: Yamoussoukro Airport"
1037801,"Marshall, TX: Harrison County"
1037802,"Marshall, TX: Harrison County"
1037901,"Asmara, Ethiopia: Yohannes IV"
1037902,"Asmara, Eritrea: Asmara International"
1037903,"Asmara, Eritrea: Asmara International"
1038001,"Talladega, AL: Talladega Municipal"
1038002,"Talladega, AL: Talladega Municipal"
1038101,"Asosa, Ethiopia: Asosa Airport"
1038102,"Asosa, Ethiopia: Asosa Airport"
1038103,"Asosa, Ethiopia: Asosa Airport"
1038104,"Asosa, Ethiopia: Asosa Hidase"
1038201,"Alice Springs, Australia: Alice Springs Airport"
1038202,"Alice Springs, Australia: Alice Springs Airport"
1038301,"Austin, NV: Austin Airport"
1038302,"Austin, NV: Austin Airport"
1038303,"Austin, NV: Austin Airport"
1038401,"Kayseri, Turkey: Kayseri Airport"
1038402,"Kayseri, Turkey: Erkilet"
1038403,"Kayseri, Turkey: Kayseri Airport"
1038501,"Astoria/Seaside, OR: Astoria Regional"
1038502,"Astoria/Seaside, OR: Astoria Regional"
1038601,"Asuncion, Paraguay: Silvio Pettirossi International"
1038602,"Asuncion, Paraguay: Silvio Pettirossi International"
1038701,"Aswan, Egypt: Aswan International"
1038702,"Aswan, Egypt: Aswan International"
1038801,"Ashland, WI: John F Kennedy Memorial"
1038802,"Ashland, WI: John F Kennedy Memorial"
1038901,"Ashley, ND: Ashley Municipal"
1038902,"Ashley, ND: Ashley Municipal"
1039001,"Anta, Peru: Anta Huaraz"
1039101,"Atbara, Sudan: Atbara Airport"
1039201,"Arthur's Town, The Bahamas: Arthur's Town Airport"
1039301,"Antlers, OK: Antlers Municipal"
1039302,"Antlers, OK: Antlers Municipal"
1039401,"Athens, Greece: Eleftherios Venizelos International"
1039501,"Artigas, Uruguay: Artigas International"
1039502,"Artigas, Uruguay: Artigas International"
1039601,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial"
1039602,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial"
1039603,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial"
1039701,"Atlanta, GA: Atlanta Municipal"
1039702,"Atlanta, GA: William B. Hartsfield Atlanta International"
1039703,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
1039704,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
1039705,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
1039801,"Altamira, Brazil: Altamira Airport"
1039802,"Altamira, Brazil: Altamira Airport"
1039803,"Altamira, Brazil: Altamira Airport"
1039901,"Namatanai, Papua New Guinea: Namatanai Airport"
1039902,"Namatanai, Papua New Guinea: Namatanai Airport"
1039903,"Namatanai, Papua New Guinea: Namatanai Airport"
1040001,"Athens, OH: Ohio University Snyder Field"
1040002,"Athens, OH: Ohio University Snyder Field"
1040003,"Athens, OH: Ohio University"
1040101,"Aitape, Papua New Guinea: Aitape Airport"
1040201,"Amritsar, India: Amritsar Airport"
1040202,"Amritsar, India: Amritsar Airport"
1040301,"Atar, Mauritania: Atar Airport"
1040302,"Atar, Mauritania: Atar Airport"
1040401,"Artesia, NM: Artesia Municipal"
1040402,"Artesia, NM: Artesia Municipal"
1040403,"Artesia, NM: Artesia Municipal"
1040501,"Atmautluak, AK: Atmautluak Airport"
1040502,"Atmautluak, AK: Atmautluak Airport"
1040503,"Atmautluak, AK: Atmautluak Airport"
1040601,"Attu, AK: Casco Cove"
1040602,"Attu, AK: Casco Cove CGS"
1040701,"Ati, Chad: Ati Airport"
1040702,"Ati, Chad: Ati Airport"
1040703,"Ati, Chad: Ati Airport"
1040801,"Appleton, WI: Outagamie County Regional"
1040802,"Appleton, WI: Outagamie County Regional"
1040803,"Appleton, WI: Appleton International"
1040901,"Watertown, SD: Watertown Municipal"
1040902,"Watertown, SD: Watertown Regional"
1040903,"Watertown, SD: Watertown Regional"
1041001,"Assiut, Egypt: Assiut Airport"
1041101,"Aruba, Netherlands Antilles: Reina Beatrix International"
1041102,"Aruba, Aruba: Reina Beatrix International"
1041103,"Aruba, Aruba: Reina Beatrix International"
1041201,"Arauca, Colombia: Santiago Perez"
1041202,"Arauca, Colombia: Santiago Perez"
1041301,"Augustus Downs, Australia: Augustus Downs Airport"
1041302,"Augustus Downs, Australia: Augustus Downs Airport"
1041401,"Augusta/Waterville, ME: Augusta"
1041402,"Augusta/Waterville, ME: Augusta State"
1041501,"Abu Dhabi, United Arab Emirates: Abu Dhabi International"
1041502,"Abu Dhabi, United Arab Emirates: Abu Dhabi International"
1041601,"Alakanuk, AK: Alakanuk New"
1041602,"Alakanuk, AK: Alakanuk Airport"
1041603,"Alakanuk, AK: Alakanuk Airport"
1041701,"Austin/Albert Lea, MN: Austin Municipal"
1041702,"Austin/Albert Lea, MN: Austin Municipal"
1041801,"Auburn, CA: Auburn Municipal"
1041802,"Auburn, CA: Auburn Municipal"
1041901,"Auburn, AL: Auburn-Opelika"
1041902,"Auburn, AL: Auburn University Regional"
1042001,"Aguan, Papua New Guinea: Aguan Papua N.G."
1042101,"Atuona, French Polynesia: Hiva Oa/Atuona"
1042102,"Atuona, French Polynesia: Hiva Oa/Atuona"
1042103,"Atuona, French Polynesia: Hiva Oa/Atuona"
1042104,"Atuona, French Polynesia: Hiva Oa/Atuona"
1042201,"Aurillac, France: Aurillac Airport"
1042202,"Aurillac, France: Aurillac Airport"
1042301,"Austin, TX: Austin - Bergstrom International"
1042302,"Austin, TX: Austin - Bergstrom International"
1042401,"Wausau, WI: Wausau Downtown"
1042402,"Wausau, WI: Wausau Downtown"
1042403,"Wausau, WI: Wausau Downtown"
1042501,"Araguaina, Brazil: Araguaina Airport"
1042502,"Araguaina, Brazil: Araguaina Airport"
1042601,"Aneityum, Vanuatu: Anatom"
1042602,"Aneityum, Vanuatu: Aneityum Airport"
1042603,"Aneityum, Vanuatu: Aneityum Airport"
1042701,"Aurora, IL: Aurora Municipal"
1042702,"Aurora, IL: Aurora Municipal"
1042801,"Aviano, Italy: Aviano AFB"
1042802,"Aviano, Italy: Aviano AB"
1042803,"Aviano, Italy: Aviano AB"
1043001,"Ciego de Avila, Cuba: Maximo Gomez"
1043002,"Ciego de Avila, Cuba: Maximo Gomez"
1043101,"Asheville, NC: Asheville Regional"
1043102,"Asheville, NC: Asheville Regional"
1043103,"Asheville, NC: Asheville Regional"
1043201,"Avignon, France: Caumont"
1043202,"Avignon, France: Caumont"
1043203,"Avignon, France: Avignon Caumont"
1043301,"Avon Park, FL: Avon Park Municipal"
1043302,"Avon Park, FL: Avon Park Executive"
1043401,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International"
1043402,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International"
1043403,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International"
1043501,"Avalon, Australia: Avalon Airport"
1043502,"Avalon, Australia: Avalon Airport"
1043601,"Tucson, AZ: Avra Valley"
1043602,"Tucson, AZ: Marana Regional"
1043701,"Avalon, CA: Catalina"
1043801,"Awasa, Ethiopia: Awasa Airport"
1043802,"Awasa, Ethiopia: Lake Awasa"
1043901,"Wake Island, Wake Island: Wake Island Airfield"
1043902,"Wake Island, TT: Wake Island Airfield"
1043903,"Wake Island, TT: Wake Island Airfield"
1044001,"West Memphis, AR: West Memphis Municipal"
1044101,"Awar, Papua New Guinea: Awar Airport"
1044201,"Andrews, TX: Andrews County"
1044202,"Andrews, TX: Andrews County"
1044203,"Andrews, TX: Andrews County"
1044301,"Ahwaz, Iran: Ahwaz Airport"
1044302,"Ahwaz, Iran: Ahwaz Airport"
1044401,"The Valley, Anguilla: Wallblake"
1044402,"The Valley, Anguilla: Clayton J. Lloyd International"
1044403,"The Valley, Anguilla: Clayton J. Lloyd International"
1044404,"The Valley, Anguilla: Clayton J. Lloyd"
1044501,"Alexandria Bay, NY: Maxson Airfield"
1044601,"Aramac, Australia: Aramac Airport"
1044602,"Aramac, Australia: Aramac Airport"
1044603,"Aramac, Australia: Aramac Airport"
1044604,"Aramac, Australia: Aramac Airport"
1044701,"Alexandroupolis, Greece: Dimokritos"
1044702,"Alexandroupolis, Greece: Dimokritos"
1044703,"Alexandroupolis, Greece: Dimokritos"
1044801,"Armenia, Colombia: El Eden"
1044802,"Armenia, Colombia: El Eden"
1044803,"Armenia, Colombia: El Eden"
1044901,"Alexandria, MN: Chandler Field"
1044902,"Alexandria, MN: Chandler Field"
1045001,"Spring Point, The Bahamas: Spring Point Airport"
1045002,"Spring Point, The Bahamas: Spring Point Airport"
1045003,"Spring Point, The Bahamas: Spring Point Airport"
1045101,"Altus, OK: Altus Municipal"
1045102,"Altus, OK: Altus/Quartz Mountain Regional"
1045201,"Akita, Japan: Akita Airport"
1045301,"Axum, Ethiopia: Axum Airport"
1045302,"Axum, Ethiopia: Axum Airport"
1045303,"Axum, Ethiopia: Axum Airport"
1045401,"Wapakoneta, OH: Neil Armstrong"
1045402,"Wapakoneta, OH: Neil Armstrong"
1045501,"Eagle Nest, NM: Angel Fire"
1045502,"Eagle Nest, NM: Angel Fire"
1045601,"Anthony Lagoon, Australia: Anthony Lagoon Airport"
1045701,"Ayacucho, Peru: Ayacucho Airport"
1045702,"Ayacucho, Peru: Coronel FAP Alfredo Mendivil Duarte"
1045801,"Ayers Rock, Australia: Ayers Rock Connellan"
1045901,"Ayr, Australia: Ayr Airport"
1045902,"Ayr, Australia: Ayr Airport"
1045903,"Ayr, Australia: Ayr Airport"
1046001,"Waycross, GA: Waycross Ga"
1046002,"Waycross, GA: Waycross-Ware County"
1046003,"Waycross, GA: Waycross-Ware County"
1046101,"Antalya, Turkey: Antalya Airport"
1046102,"Antalya, Turkey: Antalya Airport"
1046201,"Ayawasi, Indonesia: Ayawasi Airport"
1046202,"Ayawasi, Indonesia: Ayawasi Airport"
1046301,"Grand Canyon, AZ: Valle"
1046302,"Grand Canyon, AZ: Valle"
1046401,"Williams, AZ: H. A. Clark Memorial Field"
1046402,"Williams, AZ: H. A. Clark Memorial Field"
1046501,"Glendale, AZ: Glendale Municipal"
1046502,"Glendale, AZ: Glendale Municipal"
1046601,"Phoenix, AZ: Williams Gateway"
1046602,"Phoenix, AZ: Phoenix - Mesa Gateway"
1046701,"Yazd, Iran: Yazd Airport"
1046702,"Yazd, Iran: Yazd Shahid Sadooghi"
1046703,"Yazd, Iran: Shahid Sadooghi"
1046801,"Apatzingan, Mexico: Pablo L. Sidar"
1046901,"Kalamazoo, MI: Kalamazoo/Battle Creek International"
1046902,"Kalamazoo, MI: Kalamazoo/Battle Creek International"
1047001,"Samana, Dominican Republic: Samana El Catey International"
1047002,"Samana, Dominican Republic: El Catey International"
1047101,"Biddeford, ME: Biddeford Municipal"
1047201,"Carrabassett, ME: Sugarloaf Regional"
1047202,"Carrabassett, ME: Sugarloaf Regional"
1047203,"Carrabassett, ME: Sugarloaf Regional"
1047301,"Bialla, Papua New Guinea: Bialla Airport"
1047302,"Bialla, Papua New Guinea: Bialla Airport"
1047401,"Marysville, CA: Beale AFB"
1047402,"Marysville, CA: Beale AFB"
1047501,"Barranca de Upia, Colombia: Barranca de Upia Airport"
1047601,"Shreveport, LA: Barksdale AFB"
1047602,"Shreveport, LA: Barksdale AFB"
1047603,"Shreveport, LA: Barksdale AFB"
1047701,"Barcelonnette, France: Barcelonnette Airport"
1047801,"Westfield, MA: Barnes Municipal"
1047802,"Westfield, MA: Barnes Municipal"
1047803,"Westfield, MA: Westfield Barnes Regional"
1047901,"Baguio, Philippines: Baguio Airport"
1047902,"Baguio, Philippines: Baguio Airport"
1047903,"Baguio, Philippines: Baguio Airport"
1048001,"Manama, Bahrain: Bahrain International"
1048002,"Manama, Bahrain: Bahrain International"
1048003,"Manama, Bahrain: Bahrain International"
1048101,"Buenos Aires, Costa Rica: Buenos Aires Airport"
1048102,"Buenos Aires, Costa Rica: Buenos Aires Airport"
1048201,"Baku, U.S.S.R.: Bina International"
1048202,"Baku, Azerbaijan: Bina International"
1048203,"Baku, Azerbaijan: Heydar Aliyev International"
1048204,"Baku, Azerbaijan: Heydar Aliyev International"
1048205,"Baku, Azerbaijan: Heydar Aliyev International"
1048301,"Batman, Turkey: Batman Airport"
1048302,"Batman, Turkey: Batman Airport"
1048401,"Battle Mountain, NV: Lander County"
1048402,"Battle Mountain, NV: Battle Mountain Airport"
1048501,"Ban Mak Khaeng, Thailand: Udorn AB"
1048601,"Barranquilla, Colombia: Ernesto Cortissoz International"
1048602,"Barranquilla, Colombia: Ernesto Cortissoz"
1048701,"Baker Island, AK: Baker AAF"
1048801,"Barth, East Germany: Barth Airport"
1048901,"Bauru, Brazil: Bauru Airport"
1048902,"Bauru, Brazil: Bauru-Arealva"
1048903,"Bauru, Brazil: Bauru-Arealva"
1049001,"Baotou, China: Baotou Airport"
1049002,"Baotou, China: Baotou Airport"
1049101,"Barnaul, Russia: Barnaul Airport"
1049102,"Barnaul, Russia: Barnaul Airport"
1049103,"Barnaul, Russia: Barnaul Airport"
1049104,"Barnaul, Russia: Barnaul Airport"
1049201,"Baia Mare, Romania: Baia Mare Airport"
1049202,"Baia Mare, Romania: Baia Mare Airport"
1049301,"Balmaceda, Chile: Balmaceda Airport"
1049302,"Balmaceda, Chile: Balmaceda Airport"
1049401,"Bay City, TX: Bay City Municipal"
1049402,"Bay City, TX: Bay City Municipal"
1049501,"Burlington, MA: N Eng Heliport"
1049701,"Bhubaneswar, India: Bhubaneswar Airport"
1049702,"Bhubaneswar, India: Bhubaneswar Airport"
1049801,"Berbera, Somalia: Berbera International"
1049802,"Berbera, Somalia: Berbera International"
1049803,"Berbera, Somalia: Berbera International"
1049901,"Barbuda, Antigua and Barbuda - UK: Cocoa Point"
1049902,"Barbuda, Antigua and Barbuda: Cocoa Point"
1050001,"Basse Terre, Guadeloupe: Baillif"
1050002,"Basse Terre, Guadeloupe: Baillif"
1050003,"Basse Terre, Guadeloupe: Baillif"
1050101,"Blackbushe, United Kingdom: Blackbushe Airport"
1050102,"Blackbushe, United Kingdom: Blackbushe Airport"
1050201,"Berberati, Central African Republic: Berberati Airport"
1050202,"Berberati, Central African Republic: Berberati Airport"
1050203,"Berberati, Central African Republic: Berberati Airport"
1050301,"Bucharest, Romania: Baneasa"
1050302,"Bucharest, Romania: Aurel Vlaicu"
1050303,"Bucharest, Romania: Baneasa Aurel Vlaicu"
1050401,"Blue Bell, PA: Blue Bell Airport"
1050402,"Blue Bell, PA: Wings Field"
1050403,"Blue Bell, PA: Wings Field"
1050501,"Bambari, Central African Republic: Bambari Airport"
1050502,"Bambari, Central African Republic: Bambari Airport"
1050503,"Bambari, Central African Republic: Bambari Airport"
1050601,"Zambezi, Zambia: Zambezi Airport"
1050602,"Zambezi, Zambia: Zambezi Airport"
1050701,"Baracoa, Cuba: Gustavo Rizo"
1050702,"Baracoa, Cuba: Gustavo Rizo"
1050801,"Blacksburg, VA: Virginia Tech/Montgomery Executive"
1050802,"Blacksburg, VA: Virginia Tech/Montgomery Executive"
1050901,"Bear Creek, AK: Bear Creek Airport"
1051001,"Bacolod, Philippines: Bacolod Airport"
1051101,"Bryce Canyon, UT: Bryce Canyon Airport"
1051102,"Bryce Canyon, UT: Bryce Canyon Airport"
1051201,"Baucau, East Timor: Baucau Airport"
1051202,"Baucau, Timor-Leste: Cakung"
1051203,"Baucau, Timor-Leste: Cakung"
1051301,"Barcaldine, Australia: Barcaldine Airport"
1051302,"Barcaldine, Australia: Barcaldine Airport"
1051401,"Crestone, CO: Baca Grande"
1051501,"Barra del Colorado, Costa Rica: Barra del Colorado Airport"
1051502,"Barra del Colorado, Costa Rica: Barra del Colorado Airport"
1051601,"Bacau, Romania: Bacau Airport"
1051602,"Bacau, Romania: Bacau Airport"
1051701,"Barcelona, Spain: Barcelona Airport"
1051702,"Barcelona, Spain: Barcelona Airport"
1051703,"Barcelona, Spain: Barcelona-El Prat"
1051801,"Belle Chasse, LA: Southern Seaplane"
1051901,"Boca Raton, FL: Boca Raton Public"
1052001,"Bulchi, Ethiopia: Bulchi Airport"
1052101,"Hamilton, Bermuda: Bermuda NAS Kindley Field"
1052102,"Hamilton, Bermuda: Bermuda International"
